1002605,CE-560EP,250,400,10/18/2007 01:43
1002401,EC-135,25,80,10/22/2004 17:16
1002532,DA-50EX,25,287,02/06/2007 21:39
1002403,S-76C,50,140,10/22/2004 17:16
1002606,CE-560EP,500,418,10/18/2007 01:43
1002405,EC-135,50,85,10/22/2004 17:16
1002533,DA-50EX,50,388,02/06/2007 21:39
1002407,S-76C,100,140,10/22/2004 17:16
1002615,BE-200,10,200,02/22/2008 03:04
1002409,EC-135,100,85,10/22/2004 17:16
1002534,DA-50EX,100,413,02/06/2007 21:39
1002411,S-76C,250,140,10/22/2004 17:16
1002616,BE-200,25,250,02/22/2008 03:04
1002413,EC-135,250,85,10/22/2004 17:16
1002535,DA-50EX,250,444,02/06/2007 21:39
1002415,S-76C,500,140,10/22/2004 17:16
1002417,EC-135,500,85,10/22/2004 17:16
1002536,DA-50EX,500,444,02/06/2007 21:39
1002425,CL-600,10,200,11/09/2004 00:31
1002426,CL-600,25,250,11/09/2004 00:31
1002427,CL-600,50,325,11/09/2004 00:31
1002428,CL-600,100,380,11/09/2004 00:31
1002429,CL-600,250,400,11/09/2004 00:31
1002430,CL-600,500,440,11/09/2004 00:31
1002435,CE-680,10,200,12/07/2004 00:36
1002436,CE-680,25,250,12/07/2004 00:36
1002437,CE-680,50,348,12/07/2004 00:36
1002438,CE-680,100,368,12/07/2004 00:36
1002439,CE-680,250,421,12/07/2004 00:36
1002440,CE-680,500,449,12/07/2004 00:36
1002485,G-450,10,200,09/10/2005 01:22
1002486,G-450,25,250,09/10/2005 01:22
1002487,G-450,50,356,09/10/2005 01:22
1002488,G-450,100,395,09/10/2005 01:22
1002489,G-450,250,436,09/10/2005 01:22
1002490,G-450,500,459,09/10/2005 01:22
1002455,DA-2EASY,10,200,01/18/2005 00:40
1002456,DA-2EASY,25,250,01/18/2005 00:40
1002457,DA-2EASY,50,332,01/18/2005 00:40
1002458,DA-2EASY,100,398,01/18/2005 00:40
1002459,DA-2EASY,250,453,01/18/2005 00:40
1002460,DA-2EASY,500,460,01/18/2005 00:40
1002465,G-550,10,200,03/02/2005 15:52
1002466,G-550,25,270,03/02/2005 15:52
1002467,G-550,50,388,03/02/2005 15:52
1002468,G-550,100,480,03/02/2005 15:52
1002469,G-550,250,485,03/02/2005 15:52
1002470,G-550,500,488,03/02/2005 15:52
1002475,CE-550B,10,200,04/19/2005 00:57
1002476,CE-550B,25,250,04/19/2005 00:57
1002477,CE-550B,50,280,04/19/2005 00:57
1002478,CE-550B,100,280,04/19/2005 00:57
1002479,CE-550B,250,392,04/19/2005 00:57
1002480,CE-550B,500,392,04/19/2005 00:57
1002495,G-300,10,200,07/10/2006 22:36
1002496,G-300,50,300,07/10/2006 22:36
1002497,G-300,75,380,07/10/2006 22:36
1002498,G-300,100,400,07/10/2006 22:36
1002499,G-300,250,440,07/10/2006 22:36
1002500,G-300,500,465,07/10/2006 22:36
1002505,EMB-135-BJ,10,230,10/17/2006 01:06
1002506,EMB-135-BJ,25,265,10/17/2006 01:06
1002507,EMB-135-BJ,50,280,10/17/2006 01:06
1002508,EMB-135-BJ,100,310,10/17/2006 01:06
1002509,EMB-135-BJ,250,400,10/17/2006 01:06
